date,mean_t,mean_t_qi,mean_t_hn,max_t,max_t_qi,max_t_hn,min_t,min_t_qi,min_t_hn,sum_rf,sum_rf_ni,sum_rf_qi,sum_rf_hn,dh,dh_ni,dh_qi,dh_hn,sum_sf,sum_sf_ni,sum_sf_qi,sum_sf_hn,mean_ws,mean_ws_qi,mean_ws_hn,most_wd,most_wd_qi,most_wd_hn,mean_h,mean_h_qi,mean_h_hn,mean_p,mean_p_qi,mean_p_hn,mean_cc,mean_cc_qi,mean_cc_hn,gwc_day,gwc_day_qi,gwc_day_hn,gwc_night,gwc_night_qi,gwc_night_hn
1977/2/16,1.4,8,1,6.3,8,1,-1.9,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,3.7,8,3,,0,1,36,8,1,1003.4,8,1,6.8,8,1,晴,8,1,降水なし,8,1
1977/2/17,1.4,8,1,6.0,8,1,-2.4,8,1,0,1,8,1,7.2,0,8,1,0,1,8,1,3.4,8,3,,0,1,28,8,1,1011.4,8,1,2.3,8,1,晴,8,1,降水なし,8,1
1977/2/18,1.9,8,1,6.8,8,1,-2.9,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,2.8,8,3,,0,1,29,8,1,1017.8,8,1,0.5,8,1,晴,8,1,降水なし,8,1
1977/2/19,5.0,8,1,9.7,8,1,-2.2,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,2.4,8,3,,0,1,39,8,1,1022.7,8,1,0.0,8,1,晴,8,1,降水なし,8,1
1977/2/20,7.1,8,1,13.4,8,1,-0.2,8,1,0,1,8,1,5.3,0,8,1,0,1,8,1,1.9,8,3,,0,1,48,8,1,1017.6,8,1,3.5,8,1,曇,8,1,一時雨,8,1
1977/2/21,6.6,8,1,14.5,8,1,2.6,8,1,15.0,0,8,1,0.8,0,8,1,0,0,8,1,4.7,8,3,,0,1,63,8,1,1003.1,8,1,9.8,8,1,曇時々雨,8,1,降水なし,8,1
1977/2/22,3.1,8,1,6.3,8,1,0.0,8,1,0,1,8,1,6.4,0,8,1,0,1,8,1,2.9,8,3,,0,1,38,8,1,1010.3,8,1,2.3,8,1,晴,8,1,降水なし,8,1
1977/2/23,5.8,8,1,11.4,8,1,-1.0,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,3.2,8,3,,0,1,40,8,1,1011.6,8,1,0.5,8,1,晴,8,1,降水なし,8,1
1977/2/24,7.9,8,1,14.2,8,1,1.1,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,2.5,8,3,,0,1,45,8,1,1015.9,8,1,2.5,8,1,晴,8,1,降水なし,8,1
1977/2/25,11.9,8,1,17.1,8,1,4.3,8,1,0.0,0,8,1,8.0,0,8,1,0,1,8,1,3.5,8,3,,0,1,50,8,1,1011.4,8,1,7.5,8,1,晴,8,1,時々雨,8,1
1977/2/26,14.3,8,1,20.3,8,1,8.7,8,1,0.0,0,8,1,8.8,0,8,1,0,1,8,1,2.8,8,3,,0,1,57,8,1,1003.1,8,1,5.8,8,1,晴,8,1,降水なし,8,1
1977/2/27,10.4,8,1,13.2,8,1,7.7,8,1,0,1,8,1,4.5,0,8,1,0,1,8,1,2.4,8,3,,0,1,62,8,1,1009.4,8,1,6.3,8,1,曇,8,1,降水なし,8,1
1977/2/28,10.6,8,1,14.7,8,1,6.8,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,2.7,8,3,,0,1,58,8,1,1015.4,8,1,2.5,8,1,晴,8,1,降水なし,8,1
1977/3/1,11.9,8,1,17.3,8,1,6.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,2.4,8,3,,0,1,51,8,1,1011.6,8,1,7.5,8,1,曇,8,1,降水なし,8,1
1978/2/1,2.1,8,1,8.4,8,1,-1.2,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,4.2,8,3,,0,1,37,8,1,999.9,8,1,1.8,8,1,晴,8,1,降水なし,8,1
1978/2/2,2.3,8,1,6.1,8,1,-1.6,8,1,0,1,8,1,7.4,0,8,1,0,1,8,1,2.4,8,3,,0,1,37,8,1,1003.7,8,1,2.5,8,1,晴,8,1,降水なし,8,1
1978/2/3,1.4,8,1,6.3,8,1,-2.0,8,1,0,1,8,1,8.3,0,8,1,0,1,8,1,3.2,8,3,,0,1,40,8,1,1005.3,8,1,0.5,8,1,晴,8,1,降水なし,8,1
1978/2/4,2.8,8,1,6.5,8,1,-1.5,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,2.6,8,3,,0,1,35,8,1,1009.8,8,1,1.5,8,1,晴,8,1,降水なし,8,1
1978/2/5,3.7,8,1,8.8,8,1,-1.2,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,2.4,8,3,,0,1,50,8,1,1010.1,8,1,0.0,8,1,晴,8,1,降水なし,8,1
1978/2/6,4.4,8,1,7.4,8,1,2.1,8,1,0,1,8,1,1.2,0,8,1,0,1,8,1,3.2,8,3,,0,1,40,8,1,1010.0,8,1,6.8,8,1,曇,8,1,降水なし,8,1
1978/2/7,6.3,8,1,11.2,8,1,0.4,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,2.2,8,3,,0,1,41,8,1,1008.7,8,1,2.3,8,1,晴,8,1,降水なし,8,1
1978/2/8,6.2,8,1,9.8,8,1,3.5,8,1,0,1,8,1,7.1,0,8,1,0,1,8,1,4.2,8,3,,0,1,35,8,1,1013.9,8,1,6.5,8,1,晴,8,1,降水なし,8,1
1978/2/9,5.3,8,1,8.4,8,1,2.6,8,1,4.0,0,8,1,0.6,0,8,1,0,1,8,1,2.6,8,3,,0,1,57,8,1,1018.7,8,1,9.5,8,1,曇一時雨,8,1,雨,8,1
1978/2/10,6.4,8,1,9.2,8,1,3.0,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,2.8,8,3,,0,1,88,8,1,1004.9,8,1,10.0,8,1,曇時々雨,8,1,時々雨,8,1
1978/2/11,6.6,8,1,8.1,8,1,5.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.7,8,3,,0,1,77,8,1,1013.2,8,1,10.0,8,1,曇時々雨,8,1,降水なし,8,1
1978/2/12,3.1,8,1,5.3,8,1,1.5,8,1,6.0,0,8,1,0,1,8,1,0,0,8,1,2.8,8,3,,0,1,79,8,1,1014.4,8,1,10.0,8,1,雨,8,1,時々雪,8,1
1978/2/13,5.7,8,1,11.6,8,1,0.9,8,1,0.0,0,8,1,9.5,0,8,1,0,0,8,1,2.4,8,3,,0,1,59,8,1,1010.7,8,1,4.8,8,1,晴,8,1,降水なし,8,1
1978/2/14,3.0,8,1,4.5,8,1,1.0,8,1,0,1,8,1,1.0,0,8,1,0,1,8,1,3.3,8,3,,0,1,44,8,1,1014.4,8,1,8.3,8,1,曇,8,1,時々雪,8,1
1978/2/15,1.1,8,1,4.8,8,1,-0.9,8,1,0.5,0,8,1,0,1,8,1,1,0,8,1,3.8,8,3,,0,1,62,8,1,1010.1,8,1,8.3,8,1,曇時々雪,8,1,降水なし,8,1
1978/2/16,2.3,8,1,6.4,8,1,-1.9,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,3.1,8,3,,0,1,34,8,1,1012.5,8,1,3.3,8,1,晴,8,1,降水なし,8,1
1978/2/17,2.0,8,1,5.1,8,1,-0.4,8,1,0.0,0,8,1,2.2,0,8,1,0,0,8,1,3.8,8,3,,0,1,57,8,1,1010.8,8,1,7.3,8,1,曇一時雨,8,1,降水なし,8,1
1978/2/18,2.8,8,1,8.7,8,1,-0.5,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,4.0,8,3,,0,1,44,8,1,1008.8,8,1,1.5,8,1,晴,8,1,降水なし,8,1
1978/2/19,2.4,8,1,6.1,8,1,-0.6,8,1,0,1,8,1,4.5,0,8,1,0,1,8,1,2.9,8,3,,0,1,41,8,1,1010.9,8,1,3.8,8,1,曇,8,1,降水なし,8,1
1978/2/20,5.4,8,1,9.5,8,1,-0.7,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,1.5,8,3,,0,1,45,8,1,1007.0,8,1,0.0,8,1,晴,8,1,降水なし,8,1
1978/2/21,4.8,8,1,10.3,8,1,0.4,8,1,0,1,8,1,7.4,0,8,1,0,1,8,1,2.8,8,3,,0,1,46,8,1,1004.7,8,1,2.0,8,1,晴,8,1,降水なし,8,1
1978/2/22,4.8,8,1,8.4,8,1,0.7,8,1,0.0,0,8,1,5.8,0,8,1,0,0,8,1,2.4,8,3,,0,1,41,8,1,1006.6,8,1,3.5,8,1,晴,8,1,降水なし,8,1
1978/2/23,3.3,8,1,9.1,8,1,0.5,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,5.1,8,3,,0,1,41,8,1,1006.2,8,1,2.5,8,1,晴,8,1,降水なし,8,1
1978/2/24,4.2,8,1,7.6,8,1,0.5,8,1,0,1,8,1,2.3,0,8,1,0,1,8,1,3.2,8,3,,0,1,38,8,1,1016.1,8,1,6.8,8,1,曇,8,1,降水なし,8,1
1978/2/25,4.0,8,1,9.3,8,1,-0.2,8,1,0,1,8,1,5.1,0,8,1,0,1,8,1,3.0,8,3,,0,1,54,8,1,1012.0,8,1,7.3,8,1,曇,8,1,降水なし,8,1
1978/2/26,4.8,8,1,8.4,8,1,0.6,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,3.1,8,3,,0,1,42,8,1,1013.4,8,1,1.3,8,1,晴,8,1,降水なし,8,1
1978/2/27,7.7,8,1,13.7,8,1,0.8,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,2.2,8,3,,0,1,44,8,1,1008.9,8,1,0.0,8,1,晴,8,1,降水なし,8,1
1978/2/28,9.5,8,1,15.7,8,1,4.7,8,1,20.0,0,8,1,4.7,0,8,1,0,1,8,1,3.4,8,3,,0,1,71,8,1,1005.7,8,1,7.8,8,1,曇一時雨,8,1,時々雨,8,1
1978/3/1,5.2,8,1,10.6,8,1,1.6,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,5.5,8,3,,0,1,40,8,1,1000.6,8,1,2.3,8,1,晴,8,1,降水なし,8,1
1979/2/1,11.0,8,1,17.6,8,1,7.0,8,1,8.0,0,8,1,3.4,0,8,1,0,1,8,1,5.1,8,3,,0,1,68,8,1,996.0,8,1,6.8,8,1,曇一時雨,8,1,降水なし,8,1
1979/2/2,7.0,8,1,10.2,8,1,4.0,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,3.9,8,3,,0,1,35,8,1,1007.1,8,1,3.5,8,1,晴,8,1,降水なし,8,1
1979/2/3,6.2,8,1,10.7,8,1,2.2,8,1,0,1,8,1,7.2,0,8,1,0,1,8,1,2.2,8,3,,0,1,46,8,1,1017.3,8,1,2.0,8,1,晴,8,1,降水なし,8,1
1979/2/4,6.3,8,1,12.0,8,1,1.5,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,3.2,8,3,,0,1,49,8,1,1015.5,8,1,0.0,8,1,晴,8,1,降水なし,8,1
1979/2/5,3.2,8,1,5.9,8,1,1.9,8,1,8.5,0,8,1,0,1,8,1,0,1,8,1,3.9,8,3,,0,1,59,8,1,1023.3,8,1,10.0,8,1,曇時々雨,8,1,雨,8,1
1979/2/6,7.4,8,1,14.0,8,1,2.0,8,1,18.5,0,8,1,6.2,0,8,1,0,0,8,1,5.2,8,3,,0,1,67,8,1,1005.1,8,1,5.3,8,1,晴時々雨,8,1,降水なし,8,1
1979/2/7,8.5,8,1,12.6,8,1,5.8,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,4.2,8,3,,0,1,41,8,1,1013.2,8,1,3.8,8,1,晴,8,1,降水なし,8,1
1979/2/8,7.9,8,1,11.8,8,1,3.8,8,1,0.0,0,8,1,8.7,0,8,1,0,1,8,1,3.0,8,3,,0,1,54,8,1,1015.6,8,1,4.0,8,1,晴,8,1,降水なし,8,1
1979/2/9,7.3,8,1,11.2,8,1,3.4,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,3.6,8,3,,0,1,49,8,1,1021.1,8,1,2.3,8,1,晴,8,1,降水なし,8,1
1979/2/10,8.4,8,1,11.0,8,1,6.1,8,1,9.0,0,8,1,1.3,0,8,1,0,1,8,1,2.5,8,3,,0,1,67,8,1,1015.6,8,1,10.0,8,1,曇,8,1,時々雨,8,1
1979/2/11,10.5,8,1,16.0,8,1,4.7,8,1,0.0,0,8,1,9.1,0,8,1,0,1,8,1,3.2,8,3,,0,1,67,8,1,1005.3,8,1,1.0,8,1,晴,8,1,降水なし,8,1
1979/2/12,10.7,8,1,15.0,8,1,7.8,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,3.8,8,3,,0,1,41,8,1,1010.4,8,1,1.3,8,1,晴,8,1,降水なし,8,1
1979/2/13,10.9,8,1,14.8,8,1,6.2,8,1,0.0,0,8,1,8.3,0,8,1,0,1,8,1,3.3,8,3,,0,1,50,8,1,1013.8,8,1,4.8,8,1,晴,8,1,時々雨,8,1
1979/2/14,10.7,8,1,14.6,8,1,8.5,8,1,0.5,0,8,1,2.0,0,8,1,0,1,8,1,2.2,8,3,,0,1,76,8,1,1005.5,8,1,10.0,8,1,曇時々雨,8,1,降水なし,8,1
1979/2/15,9.0,8,1,13.0,8,1,5.3,8,1,0,1,8,1,6.2,0,8,1,0,1,8,1,4.0,8,3,,0,1,51,8,1,998.6,8,1,5.3,8,1,晴,8,1,降水なし,8,1
1979/2/16,7.6,8,1,11.5,8,1,3.1,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,3.5,8,3,,0,1,43,8,1,1004.1,8,1,0.3,8,1,晴,8,1,降水なし,8,1
1979/2/17,6.1,8,1,8.8,8,1,4.3,8,1,6.5,0,8,1,2.8,0,8,1,0,1,8,1,2.5,8,3,,0,1,74,8,1,1002.2,8,1,5.0,8,1,曇時々雨,8,1,時々雨,8,1
1979/2/18,8.6,8,1,13.1,8,1,4.0,8,1,0.0,0,8,1,9.4,0,8,1,0,1,8,1,3.1,8,3,,0,1,47,8,1,1001.4,8,1,2.3,8,1,晴,8,1,降水なし,8,1
1979/2/19,7.6,8,1,13.6,8,1,3.0,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,4.2,8,3,,0,1,45,8,1,1005.0,8,1,0.0,8,1,晴,8,1,降水なし,8,1
1979/2/20,8.8,8,1,13.5,8,1,3.6,8,1,0,1,8,1,7.5,0,8,1,0,1,8,1,2.8,8,3,,0,1,38,8,1,1013.2,8,1,4.0,8,1,晴,8,1,降水なし,8,1
1979/2/21,13.5,8,1,19.9,8,1,6.8,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,3.1,8,3,,0,1,53,8,1,1010.4,8,1,4.3,8,1,晴,8,1,降水なし,8,1
1979/2/22,12.6,8,1,17.8,8,1,9.0,8,1,0.0,0,8,1,5.4,0,8,1,0,1,8,1,3.3,8,3,,0,1,64,8,1,1012.6,8,1,7.0,8,1,曇,8,1,時々雨,8,1
1979/2/23,8.6,8,1,10.4,8,1,7.0,8,1,22.0,0,8,1,0,1,8,1,0,1,8,1,3.8,8,3,,0,1,91,8,1,1005.4,8,1,10.0,8,1,雨,8,1,雨,8,1
1979/2/24,8.4,8,1,10.4,8,1,6.9,8,1,6.5,0,8,1,0,1,8,1,0,1,8,1,5.6,8,3,,0,1,77,8,1,992.8,8,1,10.0,8,1,曇時々雨,8,1,時々雨,8,1
1979/2/25,9.0,8,1,12.9,8,1,6.1,8,1,0.0,0,8,1,10.0,0,8,1,0,1,8,1,2.4,8,3,,0,1,63,8,1,1002.9,8,1,5.0,8,1,晴,8,1,降水なし,8,1
1979/2/26,6.9,8,1,8.2,8,1,5.7,8,1,11.0,0,8,1,0,1,8,1,0,1,8,1,3.6,8,3,,0,1,86,8,1,1003.4,8,1,10.0,8,1,雨,8,1,時々雨,8,1
1979/2/27,6.1,8,1,7.9,8,1,3.8,8,1,5.5,0,8,1,0,1,8,1,0,0,8,1,2.6,8,3,,0,1,78,8,1,995.9,8,1,7.5,8,1,曇時々雨,8,1,一時雨,8,1
1979/2/28,7.5,8,1,12.0,8,1,3.4,8,1,0,1,8,1,6.6,0,8,1,0,1,8,1,3.8,8,3,,0,1,46,8,1,995.9,8,1,3.5,8,1,晴,8,1,降水なし,8,1
1979/3/1,5.8,8,1,9.8,8,1,3.4,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,6.7,8,3,,0,1,39,8,1,1001.0,8,1,1.3,8,1,晴,8,1,降水なし,8,1
1980/2/1,4.2,8,1,8.2,8,1,1.6,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,6.3,8,3,,0,1,28,8,1,1002.7,8,1,0.5,8,1,晴,8,1,降水なし,8,1
1980/2/2,5.3,8,1,9.5,8,1,1.7,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,5.3,8,3,,0,1,35,8,1,1007.8,8,1,0.0,8,1,晴,8,1,降水なし,8,1
1980/2/3,6.0,8,1,10.3,8,1,1.6,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,3.3,8,3,,0,1,39,8,1,1006.8,8,1,2.0,8,1,晴,8,1,降水なし,8,1
1980/2/4,6.5,8,1,9.5,8,1,1.6,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,1.9,8,3,,0,1,41,8,1,1007.8,8,1,2.5,8,1,晴,8,1,時々雨,8,1
1980/2/5,5.0,8,1,7.6,8,1,3.1,8,1,0.0,0,8,1,1.8,0,8,1,0,1,8,1,3.3,8,3,,0,1,74,8,1,1003.6,8,1,8.5,8,1,曇,8,1,降水なし,8,1
1980/2/6,3.3,8,1,6.8,8,1,1.2,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,4.4,8,3,,0,1,36,8,1,1010.1,8,1,2.0,8,1,晴,8,1,降水なし,8,1
1980/2/7,3.2,8,1,7.5,8,1,-0.7,8,1,0,1,8,1,6.4,0,8,1,0,1,8,1,3.3,8,3,,0,1,38,8,1,1013.4,8,1,1.8,8,1,晴,8,1,降水なし,8,1
1980/2/8,3.7,8,1,6.3,8,1,0.5,8,1,0.0,0,8,1,4.3,0,8,1,0,1,8,1,3.1,8,3,,0,1,45,8,1,1012.7,8,1,8.3,8,1,曇,8,1,降水なし,8,1
1980/2/9,4.8,8,1,9.1,8,1,0.5,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,4.8,8,3,,0,1,41,8,1,1007.7,8,1,2.5,8,1,晴,8,1,降水なし,8,1
1980/2/10,5.6,8,1,10.0,8,1,1.5,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,3.8,8,3,,0,1,36,8,1,1013.5,8,1,3.0,8,1,晴,8,1,降水なし,8,1
1980/2/11,6.5,8,1,11.1,8,1,1.2,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,2.4,8,3,,0,1,41,8,1,1010.1,8,1,3.3,8,1,晴,8,1,降水なし,8,1
1980/2/12,5.7,8,1,10.5,8,1,0.8,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,3.3,8,3,,0,1,40,8,1,1012.2,8,1,1.8,8,1,晴,8,1,降水なし,8,1
1980/2/13,5.4,8,1,9.8,8,1,1.6,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,3.5,8,3,,0,1,38,8,1,1011.2,8,1,3.5,8,1,晴,8,1,降水なし,8,1
1980/2/14,3.2,8,1,6.2,8,1,0.4,8,1,0,1,8,1,5.6,0,8,1,0,1,8,1,3.8,8,3,,0,1,42,8,1,1018.2,8,1,6.5,8,1,晴,8,1,降水なし,8,1
1980/2/15,4.6,8,1,9.1,8,1,-1.2,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,2.5,8,3,,0,1,41,8,1,1012.5,8,1,2.0,8,1,晴,8,1,降水なし,8,1
1980/2/16,3.1,8,1,7.0,8,1,0.1,8,1,0,1,8,1,8.0,0,8,1,0,1,8,1,4.7,8,3,,0,1,36,8,1,1016.8,8,1,2.8,8,1,晴,8,1,降水なし,8,1
1980/2/17,3.3,8,1,7.5,8,1,-0.8,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,4.2,8,3,,0,1,30,8,1,1021.0,8,1,1.8,8,1,晴,8,1,降水なし,8,1
1980/2/18,5.9,8,1,9.5,8,1,1.3,8,1,0.0,0,8,1,8.2,0,8,1,0,1,8,1,3.3,8,3,,0,1,34,8,1,1020.2,8,1,4.5,8,1,晴,8,1,時々雨,8,1
1980/2/19,2.5,8,1,5.5,8,1,1.0,8,1,8.0,0,8,1,0,1,8,1,0,0,8,1,3.8,8,3,,0,1,83,8,1,1012.1,8,1,7.8,8,1,曇時々雪,8,1,降水なし,8,1
1980/2/20,5.9,8,1,11.3,8,1,0.8,8,1,0,1,8,1,5.7,0,8,1,0,1,8,1,2.9,8,3,,0,1,61,8,1,1013.8,8,1,7.3,8,1,晴,8,1,降水なし,8,1
1980/2/21,4.7,8,1,8.7,8,1,2.0,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,6.9,8,3,,0,1,35,8,1,1015.8,8,1,5.0,8,1,晴,8,1,降水なし,8,1
1980/2/22,4.6,8,1,8.7,8,1,1.2,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,4.7,8,3,,0,1,33,8,1,1018.2,8,1,3.0,8,1,晴,8,1,降水なし,8,1
1980/2/23,5.2,8,1,8.8,8,1,1.0,8,1,0,1,8,1,8.0,0,8,1,0,1,8,1,2.8,8,3,,0,1,46,8,1,1018.1,8,1,4.8,8,1,晴,8,1,降水なし,8,1
1980/2/24,7.2,8,1,12.8,8,1,1.3,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,4.0,8,3,,0,1,41,8,1,1012.9,8,1,5.0,8,1,晴,8,1,降水なし,8,1
1980/2/25,7.4,8,1,12.1,8,1,3.1,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,3.8,8,3,,0,1,39,8,1,1016.1,8,1,2.3,8,1,晴,8,1,降水なし,8,1
1980/2/26,7.5,8,1,12.0,8,1,3.2,8,1,0.0,0,8,1,0.6,0,8,1,0,1,8,1,2.7,8,3,,0,1,53,8,1,1007.6,8,1,9.0,8,1,曇,8,1,降水なし,8,1
1980/2/27,9.3,8,1,12.8,8,1,5.3,8,1,0.5,0,8,1,3.7,0,8,1,0,1,8,1,4.4,8,3,,0,1,45,8,1,997.7,8,1,9.5,8,1,曇一時雨,8,1,雨,8,1
1980/2/28,3.4,8,1,6.1,8,1,1.3,8,1,17.5,0,8,1,0.6,0,8,1,0,0,8,1,2.8,8,3,,0,1,80,8,1,1002.5,8,1,7.5,8,1,曇時々雪,8,1,降水なし,8,1
1980/2/29,8.6,8,1,13.3,8,1,1.7,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,3.2,8,3,,0,1,51,8,1,1010.4,8,1,1.5,8,1,晴,8,1,降水なし,8,1
1981/2/1,2.2,8,1,5.2,8,1,0.9,8,1,3.0,0,8,1,0,1,8,1,0,0,8,1,3.7,8,3,,0,1,73,8,1,1006.7,8,1,8.8,8,1,曇時々雪,8,1,降水なし,8,1
1981/2/2,4.9,8,1,9.1,8,1,0.3,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,5.1,8,3,,0,1,52,8,1,1007.3,8,1,2.0,8,1,晴,8,1,降水なし,8,1
1981/2/3,4.0,8,1,6.9,8,1,1.9,8,1,0.0,0,8,1,2.4,0,8,1,0,0,8,1,2.7,8,3,,0,1,51,8,1,1007.9,8,1,9.3,8,1,曇一時雪,8,1,降水なし,8,1
1981/2/4,4.4,8,1,7.8,8,1,1.3,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,5.9,8,3,,0,1,41,8,1,1008.4,8,1,0.0,8,1,晴,8,1,降水なし,8,1
1981/2/5,6.0,8,1,10.1,8,1,1.0,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,3.3,8,3,,0,1,39,8,1,1018.6,8,1,1.5,8,1,晴,8,1,降水なし,8,1
1981/2/6,6.1,8,1,10.0,8,1,2.4,8,1,0,1,8,1,8.3,0,8,1,0,1,8,1,3.3,8,3,,0,1,39,8,1,1015.3,8,1,7.0,8,1,晴,8,1,降水なし,8,1
1981/2/7,5.0,8,1,8.2,8,1,2.2,8,1,0.0,0,8,1,3.8,0,8,1,0,0,8,1,3.3,8,3,,0,1,49,8,1,1007.6,8,1,5.8,8,1,曇一時雪,8,1,降水なし,8,1
1981/2/8,6.1,8,1,11.1,8,1,1.1,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,2.1,8,3,,0,1,46,8,1,1005.1,8,1,0.5,8,1,晴,8,1,降水なし,8,1
1981/2/9,7.0,8,1,11.0,8,1,2.4,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,2.8,8,3,,0,1,47,8,1,1003.8,8,1,0.8,8,1,晴,8,1,降水なし,8,1
1981/2/10,6.7,8,1,10.9,8,1,2.7,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,3.2,8,3,,0,1,46,8,1,1001.6,8,1,1.5,8,1,晴,8,1,降水なし,8,1
1981/2/11,5.0,8,1,10.0,8,1,1.5,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,4.8,8,3,,0,1,36,8,1,1003.7,8,1,0.3,8,1,晴,8,1,降水なし,8,1
1981/2/12,6.1,8,1,10.0,8,1,0.6,8,1,0,1,8,1,7.8,0,8,1,0,1,8,1,1.9,8,3,,0,1,41,8,1,1009.6,8,1,2.0,8,1,晴,8,1,降水なし,8,1
1981/2/13,7.9,8,1,12.1,8,1,2.6,8,1,0,1,8,1,4.1,0,8,1,0,1,8,1,1.7,8,3,,0,1,52,8,1,1008.4,8,1,4.8,8,1,曇,8,1,一時雨,8,1
1981/2/14,10.3,8,1,14.3,8,1,8.1,8,1,0.0,0,8,1,4.0,0,8,1,0,1,8,1,3.1,8,3,,0,1,59,8,1,1008.8,8,1,10.0,8,1,曇一時雨,8,1,降水なし,8,1
1981/2/15,8.8,8,1,11.2,8,1,7.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.0,8,3,,0,1,69,8,1,1016.6,8,1,9.8,8,1,曇時々雨,8,1,降水なし,8,1
1981/2/16,11.6,8,1,17.2,8,1,6.3,8,1,0.0,0,8,1,8.0,0,8,1,0,1,8,1,2.8,8,3,,0,1,59,8,1,1011.0,8,1,6.8,8,1,晴,8,1,時々雨,8,1
1981/2/17,3.4,8,1,10.7,8,1,1.0,8,1,26.5,0,8,1,0.7,0,8,1,2,0,8,1,5.2,8,3,,0,1,78,8,1,1010.4,8,1,7.5,8,1,曇時々雪,8,1,降水なし,8,1
1981/2/18,4.2,8,1,7.6,8,1,0.2,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,2.6,8,3,,0,1,60,8,1,1019.1,8,1,4.5,8,1,晴,8,1,降水なし,8,1
1981/2/19,6.8,8,1,13.3,8,1,3.0,8,1,0.0,0,8,1,2.9,0,8,1,0,1,8,1,4.5,8,3,,0,1,53,8,1,1007.9,8,1,10.0,8,1,曇一時雨,8,1,降水なし,8,1
1981/2/20,4.9,8,1,7.3,8,1,2.5,8,1,0.0,0,8,1,0.3,0,8,1,0,1,8,1,3.2,8,3,,0,1,46,8,1,1010.9,8,1,9.5,8,1,曇,8,1,降水なし,8,1
1981/2/21,5.6,8,1,10.6,8,1,2.1,8,1,0.0,0,8,1,7.9,0,8,1,0,1,8,1,5.1,8,3,,0,1,46,8,1,1007.6,8,1,3.5,8,1,晴,8,1,降水なし,8,1
1981/2/22,5.6,8,1,7.9,8,1,2.2,8,1,0,1,8,1,6.5,0,8,1,0,1,8,1,3.1,8,3,,0,1,40,8,1,1016.8,8,1,10.0,8,1,晴,8,1,降水なし,8,1
1981/2/23,3.6,8,1,7.1,8,1,2.1,8,1,7.0,0,8,1,0,1,8,1,0,0,8,1,4.1,8,3,,0,1,73,8,1,1012.2,8,1,10.0,8,1,曇時々雨,8,1,時々雨,8,1
